"","X","brand","model","year","price","transmission","fuelType","engineSize","kmpl","kilometraggio"
"1",5,"Audi"," A3",2019,20068,"Manual","Petrol",1,17.4801762114537,3197
"2",9,"Audi"," A3",2015,11832,"Manual","Petrol",1.4,21.1806167400881,73779
"3",11,"Audi"," A3",2017,18676,"Manual","Petrol",1.4,20.7577092511013,46328
"4",14,"Audi"," A3",2017,19024,"Manual","Petrol",1.4,20.7577092511013,34712
"5",16,"Audi"," A3",2017,16820,"Automatic","Petrol",1.4,20.7577092511013,41850
"6",18,"Audi"," A3",2014,16124,"Automatic","Petrol",1.4,19.9118942731278,48826
"7",40,"Audi"," A3",2017,19836,"Manual","Diesel",2,23.1541850220264,47272
"8",41,"Audi"," A3",2015,13108,"Manual","Diesel",2,24.2819383259912,120990
"9",46,"Audi"," A3",2019,18212,"Manual","Petrol",1,17.4801762114537,3246
"10",56,"Audi"," A3",2015,17400,"Automatic","Petrol",1.8,15.0837004405286,90066
"11",59,"Audi"," A3",2016,11832,"Manual","Diesel",1.6,29.2863436123348,106190
"12",62,"Audi"," A3",2016,12296,"Manual","Diesel",1.6,24.8810572687225,60544
"13",63,"Audi"," A3",2017,18560,"Manual","Diesel",1.6,23.7180616740088,41998
"14",66,"Audi"," A3",2018,21982,"Manual","Petrol",1.5,19.136563876652,28787
"15",69,"Audi"," A3",2013,13340,"Automatic","Petrol",1.8,17.7621145374449,82306
"16",71,"Audi"," A3",2016,14500,"Manual","Diesel",2,23.7180616740088,31190
"17",73,"Audi"," A3",2017,15196,"Manual","Diesel",2,23.1541850220264,41544
"18",74,"Audi"," A3",2016,9628,"Manual","Diesel",2,24.2819383259912,141144
"19",75,"Audi"," A3",2019,18560,"Manual","Petrol",1,17.4801762114537,9126
"20",82,"Audi"," A3",2016,13108,"Manual","Diesel",1.6,26.1850220264317,41002
"21",83,"Audi"," A3",2016,16356,"Manual","Petrol",1.4,21.1806167400881,16736
"22",91,"Audi"," A3",2019,29578.84,"Semi-Auto","Petrol",1.5,15.5418502202643,6400
"23",119,"Audi"," A3",2016,17980,"Manual","Petrol",1.4,20.2995594713656,40602
"24",121,"Audi"," A3",2017,13340,"Manual","Diesel",2,23.7180616740088,102731
"25",132,"Audi"," A3",2019,21750,"Manual","Petrol",1.5,15.7885462555066,4403
"26",135,"Audi"," A3",2017,15544,"Manual","Diesel",1.6,24.2819383259912,40731
"27",152,"Audi"," A3",2013,9628,"Manual","Diesel",1.6,26.1850220264317,158304
"28",165,"Audi"," A3",2014,13456,"Manual","Diesel",2,23.7180616740088,69859
"29",169,"Audi"," A3",2014,13337.68,"Semi-Auto","Petrol",1.8,17.7621145374449,65291
"30",190,"Audi"," A3",2016,13917.68,"Manual","Diesel",1.6,26.1850220264317,39149
"31",192,"Audi"," A3",2019,20862.6,"Manual","Diesel",1.6,18.1145374449339,13518
"32",194,"Audi"," A3",2018,19702.6,"Semi-Auto","Petrol",1,21.1806167400881,38176
"33",205,"Audi"," A3",2019,25502.6,"Semi-Auto","Petrol",1.5,14.8722466960352,3245
"34",209,"Audi"," A3",2019,34782.6,"Automatic","Petrol",1.5,14.625550660793,4995
"35",239,"Audi"," A3",2019,27822.6,"Automatic","Petrol",1.5,15.7885462555066,16
"36",244,"Audi"," A3",2019,25514.2,"Manual","Diesel",1.6,19.136563876652,16
"37",247,"Audi"," A3",2019,24690.6,"Manual","Diesel",1.6,18.1145374449339,16
"38",251,"Audi"," A3",2014,17394.2,"Semi-Auto","Petrol",1.8,15.0837004405286,43768
"39",253,"Audi"," A3",2014,12742.6,"Automatic","Petrol",1.2,19.9118942731278,16854
"40",254,"Audi"," A3",2016,15074.2,"Manual","Diesel",2,24.8810572687225,41432
"41",267,"Audi"," A3",2017,22037.68,"Semi-Auto","Petrol",1.4,19.9118942731278,35672
"42",269,"Audi"," A3",2018,23194.2,"Manual","Petrol",1.5,14.8722466960352,40000
"43",286,"Audi"," A3",2019,27242.6,"Manual","Diesel",2,19.9118942731278,16
"44",304,"Audi"," A3",2018,25850.6,"Automatic","Diesel",1.6,18.431718061674,10806
"45",306,"Audi"," A3",2017,29000,"Semi-Auto","Petrol",2,14.625550660793,26725
"46",308,"Audi"," A3",2013,15660,"Semi-Auto","Diesel",2,20.7577092511013,71048
"47",310,"Audi"," A3",2015,16008,"Semi-Auto","Diesel",2,20.2995594713656,98893
"48",312,"Audi"," A3",2018,23194.2,"Manual","Petrol",2,17.4801762114537,30400
"49",314,"Audi"," A3",2014,13746,"Manual","Diesel",2,24.2819383259912,81440
"50",329,"Audi"," A3",2014,19122.6,"Manual","Petrol",2,14.2378854625551,41222
"51",332,"Audi"," A3",2016,17394.2,"Manual","Petrol",1.4,21.1806167400881,47640
"52",336,"Audi"," A3",2019,28982.6,"Automatic","Diesel",1.6,18.431718061674,3611
"53",337,"Audi"," A3",2019,28402.6,"Manual","Diesel",1.6,18.1145374449339,6462
"54",338,"Audi"," A3",2016,19122.6,"Manual","Petrol",1.4,18.431718061674,33986
"55",344,"Audi"," A3",2015,16234.2,"Manual","Diesel",2,23.7180616740088,68763
"56",347,"Audi"," A3",2018,18554.2,"Manual","Petrol",1.5,19.9118942731278,28075
"57",348,"Audi"," A3",2020,41754.2,"Semi-Auto","Petrol",2,12.2995594713656,502
"58",361,"Audi"," A3",2019,24342.6,"Semi-Auto","Petrol",1.5,15.3303964757709,5454
"59",371,"Audi"," A3",2016,18554.2,"Manual","Petrol",1,21.1806167400881,23042
"60",372,"Audi"," A3",2016,23194.2,"Semi-Auto","Petrol",2,16.8810572687225,31088
"61",385,"Audi"," A3",2019,35954.2,"Semi-Auto","Petrol",2,12.15859030837,7278
"62",389,"Audi"," A3",2016,19714.2,"Manual","Petrol",1.4,21.1806167400881,26488
"63",393,"Audi"," A3",2016,16234.2,"Manual","Petrol",1.4,21.1806167400881,58254
"64",396,"Audi"," A3",2018,20288.4,"Manual","Diesel",1.6,23.7180616740088,26208
"65",397,"Audi"," A3",2015,17388.4,"Semi-Auto","Diesel",2,22.625550660793,48848
"66",399,"Audi"," A3",2017,16234.2,"Manual","Petrol",1.4,21.6387665198238,58240
"67",419,"Audi"," A3",2019,24354.2,"Manual","Diesel",1.6,17.4801762114537,5320
"68",423,"Audi"," A3",2015,14488.4,"Semi-Auto","Petrol",1.4,20.7577092511013,56728
"69",424,"Audi"," A3",2017,16585.68,"Manual","Petrol",1,21.1806167400881,23371
"70",434,"Audi"," A3",2019,23188.4,"Semi-Auto","Diesel",1.6,18.431718061674,9600
"71",435,"Audi"," A3",2019,23188.4,"Semi-Auto","Diesel",1.6,18.431718061674,8318
"72",437,"Audi"," A3",2017,42908.4,"Semi-Auto","Petrol",2,15.3303964757709,4894
"73",439,"Audi"," A3",2013,13328.4,"Manual","Petrol",1.4,19.136563876652,57286
"74",440,"Audi"," A3",2017,21454.2,"Manual","Petrol",1.4,21.1806167400881,38400
"75",442,"Audi"," A3",2019,27834.2,"Semi-Auto","Diesel",1.6,18.431718061674,4589
"76",456,"Audi"," A3",2017,18554.2,"Manual","Petrol",1.4,21.1806167400881,27200
"77",458,"Audi"," A3",2013,17394.2,"Semi-Auto","Petrol",1.4,19.9118942731278,62042
"78",471,"Audi"," A3",2018,33634.2,"Semi-Auto","Petrol",2,15.3303964757709,27466
"79",472,"Audi"," A3",2018,31308.4,"Semi-Auto","Petrol",2,15.5418502202643,29253
"80",478,"Audi"," A3",2019,23188.4,"Semi-Auto","Diesel",1.6,18.431718061674,9629
"81",479,"Audi"," A3",2019,21454.2,"Manual","Petrol",1.5,15.0837004405286,18128
"82",496,"Audi"," A3",2018,22028.4,"Manual","Petrol",2,17.7621145374449,10114
"83",498,"Audi"," A3",2019,27834.2,"Manual","Diesel",1.6,18.1145374449339,3336
"84",502,"Audi"," A3",2015,17394.2,"Manual","Petrol",1.2,20.2995594713656,80099
"85",507,"Audi"," A3",2019,27117.32,"Manual","Petrol",1.5,15.0837004405286,7941
"86",508,"Audi"," A3",2017,30154.2,"Manual","Petrol",2,14.2378854625551,21901
"87",509,"Audi"," A3",2017,22034.2,"Semi-Auto","Petrol",1.4,20.2995594713656,31576
"88",522,"Audi"," A3",2019,21448.4,"Manual","Petrol",1.5,15.3303964757709,16094
"89",523,"Audi"," A3",2019,21448.4,"Manual","Petrol",1.5,15.3303964757709,9576
"90",532,"Audi"," A3",2018,23194.2,"Manual","Petrol",1.5,19.136563876652,28462
"91",543,"Audi"," A3",2016,16234.2,"Manual","Diesel",1.6,29.2863436123348,64048
"92",552,"Audi"," A3",2017,23194.2,"Manual","Diesel",2,23.1541850220264,25765
"93",573,"Audi"," A3",2019,28997.68,"Semi-Auto","Petrol",2,13.4625550660793,10026
"94",575,"Audi"," A3",2018,22034.2,"Manual","Diesel",1.6,23.7180616740088,21035
"95",594,"Audi"," A3",2019,36882.2,"Semi-Auto","Petrol",2,12.15859030837,4858
"96",597,"Audi"," A3",2018,24934.2,"Manual","Diesel",1.6,18.784140969163,13672
"97",598,"Audi"," A3",2016,15657.68,"Manual","Petrol",1.4,21.1806167400881,48459
"98",599,"Audi"," A3",2016,17397.68,"Manual","Petrol",1.4,21.1806167400881,3029
"99",603,"Audi"," A3",2015,12046.6,"Manual","Diesel",1.6,29.2863436123348,109485
"100",613,"Audi"," A3",2015,17394.2,"Semi-Auto","Petrol",1.4,19.136563876652,74344
"101",619,"Audi"," A3",2017,22034.2,"Manual","Diesel",1.6,24.8810572687225,26669
"102",621,"Audi"," A3",2019,22034.2,"Semi-Auto","Petrol",1.5,15.3303964757709,16835
"103",622,"Audi"," A3",2018,23194.2,"Manual","Petrol",1,16.5991189427313,20472
"104",636,"Audi"," A3",2018,26674.2,"Automatic","Petrol",1.5,19.9118942731278,27603
"105",653,"Audi"," A3",2019,26674.2,"Automatic","Petrol",1.5,14.8722466960352,16694
"106",654,"Audi"," A3",2016,13908.4,"Manual","Diesel",2,24.2819383259912,98131
"107",668,"Audi"," A3",2019,23194.2,"Manual","Petrol",1.5,15.0837004405286,20456
"108",674,"Audi"," A3",2019,22614.2,"Manual","Petrol",1,16.5991189427313,5224
"109",701,"Audi"," A3",2018,18084.4,"Manual","Diesel",1.6,24.2819383259912,31498
"110",706,"Audi"," A3",2016,16820,"Manual","Petrol",1.4,20.2995594713656,55565
"111",707,"Audi"," A3",2018,19714.2,"Semi-Auto","Diesel",1.6,24.8810572687225,48875
"112",708,"Audi"," A3",2015,16002.2,"Manual","Diesel",2,24.2819383259912,115850
"113",711,"Audi"," A3",2017,18322.2,"Manual","Diesel",2,23.7180616740088,34619
"114",729,"Audi"," A3",2019,25514.2,"Automatic","Petrol",1.5,15.7885462555066,8720
"115",744,"Audi"," A3",2017,20300,"Manual","Petrol",1.4,21.1806167400881,23200
"116",751,"Audi"," A3",2018,23200,"Automatic","Petrol",1.5,14.8722466960352,10606
"117",755,"Audi"," A3",2014,9161.68,"Semi-Auto","Diesel",2,22.625550660793,141008
"118",768,"Audi"," A3",2017,20526.2,"Manual","Diesel",1.6,24.2819383259912,22656
"119",772,"Audi"," A3",2017,14845.68,"Manual","Petrol",1.4,21.6387665198238,47997
"120",775,"Audi"," A3",2017,22849.68,"Semi-Auto","Petrol",1.5,20.3348017621145,29422
"121",791,"Audi"," A3",2017,19134.2,"Manual","Petrol",1.4,21.1806167400881,57650
"122",794,"Audi"," A3",2017,23197.68,"Manual","Petrol",1.5,19.5242290748899,33781
"123",805,"Audi"," A3",2014,11834.32,"Manual","Petrol",1.4,19.5242290748899,54800
"124",817,"Audi"," A3",2017,17977.68,"Semi-Auto","Diesel",1.6,25.5154185022026,21667
"125",826,"Audi"," A3",2015,13569.68,"Manual","Petrol",1.4,21.1806167400881,85395
"126",833,"Audi"," A3",2018,21228,"Manual","Petrol",1.5,19.5242290748899,50400
"127",843,"Audi"," A3",2017,21446.08,"Semi-Auto","Petrol",2,16.8810572687225,56526
"128",845,"Audi"," A3",2015,14442,"Manual","Diesel",2,24.2819383259912,34286
"129",846,"Audi"," A3",2016,15068.4,"Manual","Petrol",1,21.1806167400881,57110
"130",851,"Audi"," A3",2019,23194.2,"Manual","Diesel",1.6,18.1145374449339,11691
"131",856,"Audi"," A3",2019,39434.2,"Semi-Auto","Petrol",2,12.15859030837,5189
"132",858,"Audi"," A3",2019,27254.2,"Automatic","Diesel",1.6,18.431718061674,11805
"133",865,"Audi"," A3",2020,37108.4,"Semi-Auto","Hybrid",1.4,49.7973568281938,3464
"134",869,"Audi"," A3",2019,24926.08,"Manual","Diesel",2,19.136563876652,10160
"135",870,"Audi"," A3",2019,24694.08,"Manual","Diesel",1.6,18.1145374449339,7261
"136",871,"Audi"," A3",2019,24694.08,"Manual","Diesel",1.6,18.1145374449339,9981
"137",872,"Audi"," A3",2019,26550.08,"Semi-Auto","Petrol",2,14.4140969162996,9629
"138",874,"Audi"," A3",2019,25390.08,"Manual","Diesel",1.6,18.431718061674,8240
"139",891,"Audi"," A3",2019,24882,"Automatic","Diesel",1.6,18.431718061674,9269
"140",894,"Audi"," A3",2018,23998.08,"Semi-Auto","Petrol",1.5,19.9118942731278,14616
"141",898,"Audi"," A3",2019,40594.2,"Semi-Auto","Petrol",2,12.15859030837,1686
"142",910,"Audi"," A3",2016,20866.08,"Semi-Auto","Petrol",2,17.1629955947137,39050
"143",925,"Audi"," A3",2019,23070.08,"Automatic","Petrol",1,16.0704845814978,13238
"144",931,"Audi"," A3",2018,23766.08,"Manual","Petrol",1.5,19.136563876652,20910
"145",933,"Audi"," A3",2016,13337.68,"Manual","Petrol",1,21.1806167400881,75528
"146",935,"Audi"," A3",2016,19024,"Manual","Petrol",1.4,21.1806167400881,38563
"147",940,"Audi"," A3",2013,12061.68,"Manual","Diesel",2,24.2819383259912,96122
"148",951,"Audi"," A3",2017,18557.68,"Semi-Auto","Diesel",1.6,24.8810572687225,39230
"149",976,"Audi"," A3",2018,24230.08,"Manual","Petrol",1.5,19.136563876652,11104
"150",990,"Audi"," A3",2017,20877.68,"Semi-Auto","Diesel",2,20.2995594713656,50107
"151",996,"Audi"," A3",2017,17394.2,"Manual","Petrol",1.4,21.1806167400881,23181
"152",1008,"Audi"," A3",2014,10089.68,"Semi-Auto","Diesel",2,22.1321585903084,139442
"153",1009,"Audi"," A3",2016,15889.68,"Manual","Petrol",1,21.1806167400881,34349
"154",1010,"Audi"," A3",2016,14497.68,"Manual","Petrol",1,21.1806167400881,46877
"155",1011,"Audi"," A3",2017,15889.68,"Semi-Auto","Diesel",1.6,25.5154185022026,24288
"156",1012,"Audi"," A3",2016,19717.68,"Manual","Diesel",2,23.1541850220264,38293
"157",1018,"Audi"," A3",2016,15370,"Manual","Diesel",1.6,24.2819383259912,74976
"158",1019,"Audi"," A3",2019,26669.56,"Semi-Auto","Petrol",1.5,14.8722466960352,19955
"159",1027,"Audi"," A3",2017,22029.56,"Semi-Auto","Petrol",1.4,19.9118942731278,14414
"160",1030,"Audi"," A3",2019,28988.4,"Automatic","Petrol",1.5,15.3303964757709,7110
"161",1035,"Audi"," A3",2019,25515.36,"Manual","Diesel",1.6,18.1145374449339,4125
"162",1058,"Audi"," A3",2019,28988.4,"Semi-Auto","Petrol",1.5,15.5418502202643,8691
"163",1076,"Audi"," A3",2015,19019.36,"Semi-Auto","Diesel",2,20.2995594713656,38029
"164",1077,"Audi"," A3",2019,27710.08,"Automatic","Petrol",1.5,15.5418502202643,7110
"165",1081,"Audi"," A3",2019,27710.08,"Manual","Petrol",1.5,15.5418502202643,6914
"166",1095,"Audi"," A3",2016,16817.68,"Manual","Petrol",1.4,18.431718061674,49432
"167",1097,"Audi"," A3",2020,40589.56,"Semi-Auto","Petrol",2,12.15859030837,7091
"168",1098,"Audi"," A3",2019,20596.96,"Semi-Auto","Diesel",1.6,19.136563876652,8691
"169",1100,"Audi"," A3",2019,21687.36,"Manual","Petrol",1.5,15.7885462555066,7307
"170",1101,"Audi"," A3",2019,26976.96,"Semi-Auto","Diesel",2,18.1145374449339,5494
"171",1113,"Audi"," A3",2020,41749.56,"Semi-Auto","Petrol",2,12.2995594713656,7093
"172",1115,"Audi"," A3",2016,19129.56,"Manual","Petrol",1.4,20.7577092511013,39920
"173",1120,"Audi"," A3",2017,19717.68,"Semi-Auto","Petrol",1.4,19.9118942731278,85253
"174",1154,"Audi"," A3",2016,17389.56,"Manual","Petrol",1.4,21.1806167400881,40890
"175",1159,"Audi"," A3",2016,13799.36,"Semi-Auto","Petrol",1.4,20.7577092511013,58126
"176",1167,"Audi"," A3",2017,14500,"Manual","Petrol",1,22.1321585903084,68446
"177",1174,"Audi"," A3",2019,24349.56,"Semi-Auto","Petrol",1.5,14.8722466960352,24235
"178",1183,"Audi"," A3",2016,20875.36,"Manual","Petrol",1.4,21.1806167400881,23222
"179",1185,"Audi"," A3",2020,32341.96,"Semi-Auto","Petrol",1.5,15.5418502202643,8691
"180",1194,"Audi"," A3",2019,24355.36,"Semi-Auto","Petrol",1.5,14.8722466960352,20662
"181",1204,"Audi"," A3",2019,24935.36,"Semi-Auto","Diesel",1.6,18.431718061674,3443
"182",1223,"Audi"," A3",2017,21919.36,"Manual","Diesel",2,20.2995594713656,19555
"183",1225,"Audi"," A3",2016,19137.68,"Manual","Petrol",1.4,21.1806167400881,49107
"184",1233,"Audi"," A3",2016,17977.68,"Semi-Auto","Diesel",2,21.6387665198238,75715
"185",1236,"Audi"," A3",2015,14265.68,"Semi-Auto","Diesel",2,22.1321585903084,79029
"186",1254,"Audi"," A3",2014,13914.2,"Manual","Petrol",1.4,21.1806167400881,38680
"187",1265,"Audi"," A3",2018,23197.68,"Semi-Auto","Petrol",1.5,19.9118942731278,36354
"188",1268,"Audi"," A3",2019,23197.68,"Semi-Auto","Petrol",1,15.7885462555066,15613
"189",1273,"Audi"," A3",2017,19709.56,"Manual","Petrol",2,17.4801762114537,50259
"190",1275,"Audi"," A3",2017,20297.68,"Manual","Petrol",1.4,21.1806167400881,32574
"191",1277,"Audi"," A3",2016,20877.68,"Semi-Auto","Diesel",1.6,25.5154185022026,29579
"192",1281,"Audi"," A3",2016,15077.68,"Manual","Diesel",1.6,25.5154185022026,52677
"193",1283,"Audi"," A3",2016,19369.68,"Manual","Petrol",1.4,20.7577092511013,22584
"194",1292,"Audi"," A3",2015,10753.2,"Semi-Auto","Diesel",1.6,25.5154185022026,69010
"195",1302,"Audi"," A3",2017,14497.68,"Manual","Diesel",1.6,26.1850220264317,60611
"196",1314,"Audi"," A3",2015,15657.68,"Semi-Auto","Diesel",1.6,25.5154185022026,53611
"197",1318,"Audi"," A3",2016,19717.68,"Manual","Petrol",2,17.4801762114537,33021
"198",1323,"Audi"," A3",2016,16234.2,"Manual","Diesel",1.6,24.2819383259912,64080
"199",1330,"Audi"," A3",2015,21225.68,"Semi-Auto","Petrol",1.8,15.0837004405286,15272
"200",1337,"Audi"," A3",2017,16170.4,"Semi-Auto","Diesel",2,22.1321585903084,56000
"201",1345,"Audi"," A3",2019,25514.2,"Manual","Diesel",2,19.5242290748899,8677
"202",1353,"Audi"," A3",2013,11249.68,"Semi-Auto","Diesel",2,22.1321585903084,72989
"203",1360,"Audi"," A3",2015,15425.68,"Manual","Diesel",2,24.2819383259912,64514
"204",1372,"Audi"," A3",2018,24358.84,"Automatic","Petrol",1.5,19.9118942731278,6326
"205",1381,"Audi"," A3",2016,18548.4,"Semi-Auto","Diesel",2,22.1321585903084,44368
"206",1387,"Audi"," A3",2019,24928.4,"Automatic","Petrol",1.5,14.625550660793,25538
"207",1388,"Audi"," A3",2016,19128.4,"Semi-Auto","Petrol",1.4,19.136563876652,37110
"208",1398,"Audi"," A3",2015,14497.68,"Manual","Diesel",2,23.1541850220264,109019
"209",1401,"Audi"," A3",2017,15425.68,"Manual","Diesel",2,23.1541850220264,109549
"210",1403,"Audi"," A3",2016,19064.6,"Manual","Diesel",2,22.625550660793,63259
"211",1408,"Audi"," A3",2015,10893.56,"Manual","Diesel",1.6,29.2863436123348,117707
"212",1418,"Audi"," A3",2015,13206.6,"Manual","Diesel",1.6,25.5154185022026,72000
"213",1434,"Audi"," A3",2015,16585.68,"Semi-Auto","Diesel",2,21.6387665198238,70069
"214",1442,"Audi"," A3",2017,15056.8,"Manual","Diesel",2,23.7180616740088,71317
"215",1443,"Audi"," A3",2017,22037.68,"Manual","Petrol",1.5,19.136563876652,21584
"216",1453,"Audi"," A3",2017,21906.6,"Semi-Auto","Diesel",2,21.6387665198238,65960
"217",1457,"Audi"," A3",2015,16585.68,"Semi-Auto","Petrol",1.4,20.7577092511013,8515
"218",1458,"Audi"," A3",2016,17977.68,"Manual","Petrol",1.4,20.2995594713656,49962
"219",1463,"Audi"," A3",2014,12757.68,"Manual","Petrol",1.4,21.1806167400881,80917
"220",1468,"Audi"," A3",2018,18374.4,"Manual","Diesel",1.6,24.2819383259912,36336
"221",1474,"Audi"," A3",2017,15022,"Manual","Diesel",1.6,26.1850220264317,64000
"222",1486,"Audi"," A3",2017,21457.68,"Semi-Auto","Petrol",1.4,19.9118942731278,43888
"223",1491,"Audi"," A3",2016,17397.68,"Manual","Diesel",2,23.1541850220264,65678
"224",1492,"Audi"," A3",2016,16585.68,"Manual","Petrol",1.4,21.1806167400881,47534
"225",1497,"Audi"," A3",2016,16237.68,"Manual","Petrol",1,21.1806167400881,30477
"226",1502,"Audi"," A3",2017,15532.4,"Manual","Diesel",1.6,24.8810572687225,41635
"227",1503,"Audi"," A3",2017,17397.68,"Manual","Petrol",1.4,21.1806167400881,28266
"228",1504,"Audi"," A3",2017,24357.68,"Semi-Auto","Petrol",1.5,19.9118942731278,21350
"229",1511,"Audi"," A3",2016,15416.4,"Manual","Petrol",1.4,18.784140969163,24090
"230",1521,"Audi"," A3",2016,19717.68,"Semi-Auto","Diesel",2,21.6387665198238,51203
"231",1523,"Audi"," A3",2016,13917.68,"Manual","Diesel",1.6,29.2863436123348,51123
"232",1555,"Audi"," A3",2016,18905.68,"Manual","Petrol",1.4,21.1806167400881,53246
"233",1560,"Audi"," A3",2019,25508.4,"Manual","Diesel",2,19.5242290748899,9349
"234",1569,"Audi"," A3",2016,16238.84,"Semi-Auto","Diesel",1.6,25.5154185022026,45291
"235",1571,"Audi"," A3",2014,13275.04,"Manual","Diesel",2,24.2819383259912,48202
"236",1577,"Audi"," A3",2015,17281.68,"Manual","Diesel",2,23.7180616740088,72014
"237",1578,"Audi"," A3",2013,14729.68,"Manual","Petrol",1.4,18.784140969163,66307
"238",1604,"Audi"," A3",2018,29567.24,"Semi-Auto","Petrol",2,15.3303964757709,29565
"239",1607,"Audi"," A3",2017,26319.24,"Semi-Auto","Petrol",2,15.3303964757709,45042
"240",1623,"Audi"," A3",2013,9857.68,"Manual","Petrol",1.4,18.784140969163,94187
"241",1630,"Audi"," A3",2017,21395.04,"Manual","Petrol",1.4,21.1806167400881,29666
"242",1642,"Audi"," A3",2017,20010,"Manual","Petrol",1.4,21.1806167400881,37910
"243",1643,"Audi"," A3",2017,22028.4,"Manual","Diesel",2,23.1541850220264,33808
"244",1654,"Audi"," A3",2015,16234.2,"Semi-Auto","Diesel",2,20.7577092511013,72480
"245",1656,"Audi"," A3",2017,20868.4,"Semi-Auto","Petrol",1.4,19.9118942731278,40536
"246",1679,"Audi"," A3",2015,15077.68,"Manual","Diesel",2,23.7180616740088,105741
"247",1686,"Audi"," A3",2019,24232.4,"Semi-Auto","Petrol",1.5,14.8722466960352,20688
"248",1709,"Audi"," A3",2017,15538.2,"Manual","Petrol",1.4,21.1806167400881,60800
"249",1710,"Audi"," A3",2014,13914.2,"Automatic","Petrol",1.4,21.1806167400881,42560
"250",1711,"Audi"," A3",2017,24354.2,"Semi-Auto","Petrol",2,16.8810572687225,15960
"251",1712,"Audi"," A3",2016,12177.68,"Manual","Diesel",1.6,26.1850220264317,109270
"252",1716,"Audi"," A3",2016,11945.68,"Manual","Diesel",1.6,26.1850220264317,108734
"253",1739,"Audi"," A3",2014,12757.68,"Manual","Petrol",1.2,20.2995594713656,85862
"254",1740,"Audi"," A3",2016,10089.68,"Manual","Diesel",1.6,25.5154185022026,59397
"255",1745,"Audi"," A3",2019,24882,"Automatic","Petrol",1.5,15.7885462555066,5904
"256",1746,"Audi"," A3",2019,23070.08,"Manual","Diesel",2,19.9118942731278,9858
"257",1749,"Audi"," A3",2017,23197.68,"Semi-Auto","Diesel",2,19.9118942731278,32382
"258",1752,"Audi"," A3",2016,16237.68,"Manual","Diesel",2,23.7180616740088,90331
"259",1759,"Audi"," A3",2016,18560,"Manual","Petrol",1.4,21.1806167400881,26939
"260",1769,"Audi"," A3",2017,15654.2,"Manual","Petrol",1,21.1806167400881,19834
"261",1770,"Audi"," A3",2017,13334.2,"Manual","Petrol",1.4,22.1321585903084,82992
"262",1777,"Audi"," A3",2017,17974.2,"Manual","Diesel",2,23.1541850220264,79154
"263",1782,"Audi"," A3",2019,27300.6,"Semi-Auto","Petrol",1.5,14.625550660793,20581
"264",1783,"Audi"," A3",2019,24793.84,"Automatic","Petrol",1.5,14.625550660793,23232
"265",1784,"Audi"," A3",2019,27159.08,"Semi-Auto","Petrol",1.5,14.625550660793,20754
"266",1788,"Audi"," A3",2019,24882,"Manual","Diesel",2,19.5242290748899,11704
"267",1790,"Audi"," A3",2017,19314,"Semi-Auto","Petrol",1.4,20.2995594713656,23539
"268",1802,"Audi"," A3",2017,16002.2,"Manual","Diesel",1.6,24.8810572687225,29526
"269",1803,"Audi"," A3",2017,14610.2,"Semi-Auto","Petrol",1,22.1321585903084,58613
"270",1810,"Audi"," A3",2016,15370,"Manual","Diesel",2,23.7180616740088,49485
"271",1818,"Audi"," A3",2019,22608.4,"Manual","Petrol",1,17.4801762114537,3987
"272",1821,"Audi"," A3",2016,13334.2,"Manual","Diesel",1.6,24.8810572687225,88872
"273",1822,"Audi"," A3",2017,13914.2,"Manual","Diesel",1.6,26.1850220264317,109829
"274",1824,"Audi"," A3",2015,11130.2,"Manual","Diesel",1.6,26.1850220264317,114136
"275",1836,"Audi"," A3",2020,27834.2,"Manual","Diesel",2,19.5242290748899,2496
"276",1842,"Audi"," A3",2018,22034.2,"Manual","Petrol",1,16.5991189427313,9382
"277",1843,"Audi"," A3",2017,15886.2,"Manual","Petrol",1,21.1806167400881,42261
"278",1852,"Audi"," A3",2016,14836.4,"Manual","Petrol",1.4,18.431718061674,61346
"279",1866,"Audi"," A3",2019,25520,"Automatic","Diesel",1.6,18.784140969163,14491
"280",1871,"Audi"," A3",2015,11246.2,"Manual","Diesel",1.6,26.1850220264317,94720
"281",1873,"Audi"," A3",2018,33634.2,"Semi-Auto","Petrol",2,15.3303964757709,14539
"282",1876,"Audi"," A3",2018,33634.2,"Semi-Auto","Petrol",2,15.3303964757709,14539
"283",1890,"Audi"," A3",2018,22034.2,"Manual","Petrol",1.5,19.136563876652,19760
"284",1897,"Audi"," A3",2016,13676.4,"Manual","Diesel",1.6,26.1850220264317,47701
"285",1899,"Audi"," A3",2013,13282,"Automatic","Petrol",1.8,17.7621145374449,98240
"286",1901,"Audi"," A3",2015,13212.4,"Semi-Auto","Diesel",1.6,24.8810572687225,77110
"287",1904,"Audi"," A3",2015,11588.4,"Manual","Diesel",1.6,24.8810572687225,98309
"288",1908,"Audi"," A3",2017,13798.2,"Manual","Petrol",1,22.1321585903084,45334
"289",1915,"Audi"," A3",2016,11594.2,"Manual","Diesel",1.6,24.8810572687225,79006
"290",1919,"Audi"," A3",2014,9976,"Manual","Petrol",1.2,20.2995594713656,117955
"291",1926,"Audi"," A3",2016,13566.2,"Semi-Auto","Diesel",1.6,25.5154185022026,93437
"292",1927,"Audi"," A3",2017,19137.68,"Semi-Auto","Petrol",1,21.1806167400881,3235
"293",1937,"Audi"," A3",2019,24928.4,"Semi-Auto","Petrol",1.5,14.8722466960352,10998
