"","X","brand","model","year","price","transmission","fuelType","engineSize","kmpl","kilometraggio"
"6546",34890,"Ford"," Fiesta",2017,12757.68,"Manual","Petrol",1,23.1541850220264,21677
"6547",34892,"Ford"," Fiesta",2015,9857.68,"Manual","Petrol",1.2,19.136563876652,10638
"6548",34894,"Ford"," Fiesta",2019,13801.68,"Manual","Petrol",1.1,17.1629955947137,5434
"6549",34895,"Ford"," Fiesta",2019,13337.68,"Manual","Petrol",1,20.7577092511013,25226
"6550",34896,"Ford"," Fiesta",2019,15425.68,"Manual","Petrol",1,20.7577092511013,11758
"6551",34900,"Ford"," Fiesta",2017,11133.68,"Manual","Petrol",1.1,22.625550660793,23045
"6552",34902,"Ford"," Fiesta",2019,15657.68,"Manual","Petrol",1,20.7577092511013,21362
"6553",34903,"Ford"," Fiesta",2016,8117.68,"Manual","Petrol",1.2,19.136563876652,55686
"6554",34905,"Ford"," Fiesta",2018,11540.84,"Manual","Petrol",1.1,22.625550660793,43838
"6555",34909,"Ford"," Fiesta",2018,11007.24,"Manual","Petrol",1.1,22.625550660793,56667
"6556",34910,"Ford"," Fiesta",2019,16180.84,"Semi-Auto","Petrol",1,17.1629955947137,19171
"6557",34911,"Ford"," Fiesta",2018,12748.4,"Manual","Petrol",1,19.9118942731278,45021
"6558",34914,"Ford"," Fiesta",2018,13327.24,"Manual","Petrol",1,21.1806167400881,31464
"6559",34930,"Ford"," Fiesta",2015,6957.68,"Manual","Diesel",1.5,27.6651982378855,89437
"6560",34944,"Ford"," Fiesta",2018,12062.84,"Manual","Petrol",1,23.1541850220264,11520
"6561",34946,"Ford"," Fiesta",2013,6182.8,"Manual","Petrol",1.2,19.136563876652,107099
"6562",34948,"Ford"," Fiesta",2015,8682.6,"Manual","Petrol",1.2,19.136563876652,17747
"6563",34950,"Ford"," Fiesta",2017,12586,"Manual","Petrol",1,23.1541850220264,37814
"6564",34952,"Ford"," Fiesta",2016,9278.84,"Manual","Petrol",1,23.1541850220264,36213
"6565",34957,"Ford"," Fiesta",2017,9860,"Manual","Petrol",1.2,19.136563876652,24096
"6566",34958,"Ford"," Fiesta",2016,11597.68,"Manual","Petrol",1,23.1541850220264,30259
"6567",34960,"Ford"," Fiesta",2017,13334.2,"Manual","Petrol",1,23.1541850220264,28426
"6568",34961,"Ford"," Fiesta",2019,17049.68,"Manual","Petrol",1,20.7577092511013,13960
"6569",34962,"Ford"," Fiesta",2016,11597.68,"Manual","Petrol",1,23.1541850220264,10912
"6570",34964,"Ford"," Fiesta",2017,12409.68,"Semi-Auto","Petrol",1,20.3348017621145,17976
"6571",34970,"Ford"," Fiesta",2019,20065.68,"Semi-Auto","Petrol",1,17.1629955947137,2294
"6572",34981,"Ford"," Fiesta",2018,12177.68,"Manual","Petrol",1,23.1541850220264,28051
"6573",34990,"Ford"," Fiesta",2019,15647.24,"Semi-Auto","Petrol",1,17.1629955947137,42878
"6574",34991,"Ford"," Fiesta",2014,8114.2,"Manual","Petrol",1,23.1541850220264,56134
"6575",34992,"Ford"," Fiesta",2018,13914.2,"Manual","Petrol",1,23.1541850220264,19328
"6576",34993,"Ford"," Fiesta",2017,12177.68,"Manual","Petrol",1,23.1541850220264,15394
"6577",34995,"Ford"," Fiesta",2018,13688,"Manual","Petrol",1,22.1321585903084,22438
"6578",34997,"Ford"," Fiesta",2016,9628,"Manual","Petrol",1,23.1541850220264,68994
"6579",35001,"Ford"," Fiesta",2017,10437.68,"Manual","Diesel",1.5,27.6651982378855,26722
"6580",35002,"Ford"," Fiesta",2014,6609.68,"Manual","Petrol",1.2,19.136563876652,83027
"6581",35009,"Ford"," Fiesta",2015,8465.68,"Manual","Petrol",1,23.1541850220264,58720
"6582",35011,"Ford"," Fiesta",2017,12409.68,"Manual","Petrol",1,23.1541850220264,26408
"6583",35012,"Ford"," Fiesta",2019,16237.68,"Manual","Petrol",1,20.7577092511013,9419
"6584",35018,"Ford"," Fiesta",2015,9158.2,"Manual","Petrol",1,23.1541850220264,44066
"6585",35027,"Ford"," Fiesta",2016,12409.68,"Manual","Diesel",1.5,27.6651982378855,35426
"6586",35030,"Ford"," Fiesta",2017,10437.68,"Manual","Petrol",1,23.1541850220264,32443
"6587",35034,"Ford"," Fiesta",2017,11252,"Manual","Petrol",1,23.1541850220264,45098
"6588",35040,"Ford"," Fiesta",2016,9800.84,"Manual","Petrol",1.6,16.8810572687225,126600
"6589",35053,"Ford"," Fiesta",2014,7250,"Manual","Petrol",1.2,19.136563876652,62757
"6590",35054,"Ford"," Fiesta",2014,6902,"Manual","Diesel",1.5,26.9251101321586,102923
"6591",35058,"Ford"," Fiesta",2018,11948,"Manual","Petrol",1,23.1541850220264,15267
"6592",35061,"Ford"," Fiesta",2015,10672,"Manual","Petrol",1,23.1541850220264,34018
"6593",35063,"Ford"," Fiesta",2016,9625.68,"Manual","Petrol",1,23.1541850220264,36670
"6594",35068,"Ford"," Fiesta",2016,11249.68,"Manual","Petrol",1,23.1541850220264,31814
"6595",35070,"Ford"," Fiesta",2019,15889.68,"Manual","Petrol",1,20.7577092511013,19571
"6596",35072,"Ford"," Fiesta",2016,8465.68,"Manual","Petrol",1.2,19.136563876652,49771
"6597",35075,"Ford"," Fiesta",2018,15077.68,"Manual","Petrol",1,23.1541850220264,37120
"6598",35083,"Ford"," Fiesta",2018,11008.4,"Manual","Petrol",1.1,19.5242290748899,4819
"6599",35091,"Ford"," Fiesta",2015,9277.68,"Manual","Petrol",1.2,19.136563876652,30402
"6600",35099,"Ford"," Fiesta",2015,9857.68,"Manual","Petrol",1,23.1541850220264,31086
"6601",35107,"Ford"," Fiesta",2016,9277.68,"Manual","Petrol",1.2,19.136563876652,34330
"6602",35108,"Ford"," Fiesta",2016,11597.68,"Manual","Petrol",1,23.1541850220264,33091
"6603",35113,"Ford"," Fiesta",2017,12409.68,"Manual","Diesel",1.5,27.6651982378855,33666
"6604",35115,"Ford"," Fiesta",2019,15657.68,"Manual","Petrol",1,20.7577092511013,14411
"6605",35116,"Ford"," Fiesta",2016,9857.68,"Manual","Petrol",1.2,19.136563876652,18331
"6606",35117,"Ford"," Fiesta",2014,7305.68,"Manual","Petrol",1.2,19.136563876652,63910
"6607",35118,"Ford"," Fiesta",2019,13569.68,"Manual","Petrol",1.1,17.1629955947137,5725
"6608",35120,"Ford"," Fiesta",2016,9857.68,"Semi-Auto","Petrol",1.6,16.8810572687225,51162
"6609",35123,"Ford"," Fiesta",2018,13862,"Manual","Petrol",1,20.7577092511013,26685
"6610",35124,"Ford"," Fiesta",2019,13218.2,"Manual","Petrol",1.1,19.5242290748899,2230
"6611",35126,"Ford"," Fiesta",2018,12748.4,"Manual","Petrol",1,19.9118942731278,45021
"6612",35129,"Ford"," Fiesta",2017,11362.2,"Manual","Diesel",1.5,27.6651982378855,6659
"6613",35133,"Ford"," Fiesta",2018,11597.68,"Manual","Petrol",1,23.1541850220264,36979
"6614",35134,"Ford"," Fiesta",2019,17397.68,"Manual","Petrol",1,21.1806167400881,12725
"6615",35135,"Ford"," Fiesta",2015,9280,"Manual","Petrol",1.2,19.136563876652,23075
"6616",35137,"Ford"," Fiesta",2016,9277.68,"Manual","Petrol",1.2,19.136563876652,34314
"6617",35138,"Ford"," Fiesta",2019,14497.68,"Manual","Petrol",1,20.7577092511013,12706
"6618",35140,"Ford"," Fiesta",2013,6145.68,"Manual","Petrol",1,23.1541850220264,87272
"6619",35145,"Ford"," Fiesta",2017,10089.68,"Manual","Petrol",1.2,19.136563876652,30040
"6620",35147,"Ford"," Fiesta",2017,10437.68,"Manual","Petrol",1.2,19.136563876652,32811
"6621",35149,"Ford"," Fiesta",2019,12409.68,"Manual","Petrol",1.1,19.5242290748899,17258
"6622",35158,"Ford"," Fiesta",2017,10089.68,"Manual","Petrol",1,23.1541850220264,38133
"6623",35159,"Ford"," Fiesta",2017,13105.68,"Manual","Petrol",1,23.1541850220264,22040
"6624",35163,"Ford"," Fiesta",2017,11597.68,"Semi-Auto","Petrol",1.6,16.8810572687225,26427
"6625",35171,"Ford"," Fiesta",2017,8688.4,"Manual","Petrol",1,23.1541850220264,46147
"6626",35172,"Ford"," Fiesta",2019,15889.68,"Manual","Petrol",1,20.7577092511013,17696
"6627",35181,"Ford"," Fiesta",2019,17397.68,"Manual","Petrol",1,21.1806167400881,13221
"6628",35182,"Ford"," Fiesta",2015,9625.68,"Manual","Petrol",1,23.1541850220264,20989
"6629",35183,"Ford"," Fiesta",2016,11249.68,"Manual","Petrol",1,23.1541850220264,30810
"6630",35184,"Ford"," Fiesta",2017,9045.68,"Manual","Petrol",1.2,19.136563876652,17736
"6631",35188,"Ford"," Fiesta",2017,13334.2,"Manual","Petrol",1,23.1541850220264,18362
"6632",35191,"Ford"," Fiesta",2017,9570,"Manual","Petrol",1.1,22.625550660793,52790
"6633",35192,"Ford"," Fiesta",2019,12757.68,"Manual","Petrol",1,20.7577092511013,19712
"6634",35194,"Ford"," Fiesta",2014,7769.68,"Manual","Petrol",1,23.1541850220264,62403
"6635",35196,"Ford"," Fiesta",2014,7537.68,"Manual","Petrol",1.2,19.136563876652,34054
"6636",35199,"Ford"," Fiesta",2015,9857.68,"Manual","Petrol",1.2,19.136563876652,17282
"6637",35200,"Ford"," Fiesta",2015,8117.68,"Manual","Petrol",1.2,19.136563876652,67963
"6638",35202,"Ford"," Fiesta",2019,13569.68,"Manual","Petrol",1.1,17.1629955947137,5574
"6639",35212,"Ford"," Fiesta",2017,12118.52,"Automatic","Petrol",1,19.136563876652,13339
"6640",35218,"Ford"," Fiesta",2013,9277.68,"Semi-Auto","Petrol",1.6,16.8810572687225,35400
"6641",35227,"Ford"," Fiesta",2019,16121.68,"Manual","Petrol",1,20.7577092511013,23517
"6642",35228,"Ford"," Fiesta",2019,15657.68,"Manual","Petrol",1,20.7577092511013,32621
"6643",35229,"Ford"," Fiesta",2017,13917.68,"Manual","Petrol",1,23.1541850220264,14346
"6644",35232,"Ford"," Fiesta",2019,17397.68,"Manual","Petrol",1,21.1806167400881,13422
"6645",35237,"Ford"," Fiesta",2018,18209.68,"Automatic","Petrol",1,17.4801762114537,1474
"6646",35238,"Ford"," Fiesta",2015,8117.68,"Manual","Diesel",1.5,27.6651982378855,78301
"6647",35242,"Ford"," Fiesta",2014,5449.68,"Manual","Petrol",1.2,19.136563876652,84203
"6648",35243,"Ford"," Fiesta",2019,13917.68,"Manual","Petrol",1,20.7577092511013,17552
"6649",35246,"Ford"," Fiesta",2017,10785.68,"Manual","Petrol",1.2,19.136563876652,9941
"6650",35248,"Ford"," Fiesta",2013,6145.68,"Manual","Petrol",1.2,19.136563876652,103405
"6651",35250,"Ford"," Fiesta",2015,7885.68,"Manual","Petrol",1,23.1541850220264,59701
"6652",35251,"Ford"," Fiesta",2014,8117.68,"Manual","Petrol",1.2,19.136563876652,53046
"6653",35256,"Ford"," Fiesta",2019,13685.68,"Manual","Petrol",1,20.7577092511013,22053
"6654",35257,"Ford"," Fiesta",2019,13569.68,"Manual","Petrol",1,20.7577092511013,28984
"6655",35262,"Ford"," Fiesta",2014,9045.68,"Manual","Petrol",1,23.1541850220264,24659
"6656",35269,"Ford"," Fiesta",2018,12757.68,"Manual","Petrol",1,20.7577092511013,17552
"6657",35272,"Ford"," Fiesta",2019,17397.68,"Manual","Petrol",1,21.1806167400881,4803
"6658",35274,"Ford"," Fiesta",2016,10437.68,"Manual","Petrol",1.2,19.136563876652,19461
"6659",35275,"Ford"," Fiesta",2019,17397.68,"Manual","Petrol",1,21.1806167400881,9154
"6660",35281,"Ford"," Fiesta",2018,12757.68,"Manual","Petrol",1,23.1541850220264,26165
"6661",35283,"Ford"," Fiesta",2015,8697.68,"Manual","Petrol",1.2,19.136563876652,38022
"6662",35285,"Ford"," Fiesta",2017,12525.68,"Manual","Petrol",1,23.1541850220264,32386
"6663",35290,"Ford"," Fiesta",2017,13569.68,"Manual","Petrol",1,23.1541850220264,16800
"6664",35292,"Ford"," Fiesta",2019,13337.68,"Manual","Petrol",1.1,17.1629955947137,9853
"6665",35293,"Ford"," Fiesta",2017,12757.68,"Manual","Petrol",1,23.1541850220264,3776
"6666",35297,"Ford"," Fiesta",2014,8117.68,"Manual","Petrol",1.2,19.136563876652,46552
"6667",35301,"Ford"," Fiesta",2017,13105.68,"Manual","Petrol",1,22.1321585903084,37373
"6668",35306,"Ford"," Fiesta",2016,9509.68,"Manual","Petrol",1,23.1541850220264,38034
"6669",35307,"Ford"," Fiesta",2017,12409.68,"Manual","Petrol",1,23.1541850220264,11186
"6670",35309,"Ford"," Fiesta",2013,5797.68,"Manual","Petrol",1.2,19.136563876652,86917
"6671",35313,"Ford"," Fiesta",2016,8697.68,"Manual","Diesel",1.5,31.1189427312775,66034
"6672",35318,"Ford"," Fiesta",2016,8465.68,"Manual","Petrol",1.2,19.136563876652,33294
"6673",35319,"Ford"," Fiesta",2018,13917.68,"Manual","Petrol",1,19.9118942731278,16512
"6674",35322,"Ford"," Fiesta",2018,12409.68,"Manual","Petrol",1.1,19.5242290748899,12066
"6675",35324,"Ford"," Fiesta",2019,17049.68,"Manual","Petrol",1,20.7577092511013,16051
"6676",35325,"Ford"," Fiesta",2019,17049.68,"Manual","Petrol",1,20.7577092511013,13501
"6677",35327,"Ford"," Fiesta",2016,10437.68,"Manual","Petrol",1,23.1541850220264,31811
"6678",35328,"Ford"," Fiesta",2019,16237.68,"Manual","Petrol",1,20.7577092511013,10291
"6679",35330,"Ford"," Fiesta",2013,6957.68,"Manual","Petrol",1,23.1541850220264,82157
"6680",35334,"Ford"," Fiesta",2019,17922,"Manual","Petrol",1,21.1806167400881,9170
"6681",35336,"Ford"," Fiesta",2014,7134,"Manual","Petrol",1.2,19.136563876652,49702
"6682",35338,"Ford"," Fiesta",2015,8495.84,"Manual","Petrol",1,23.1541850220264,43405
"6683",35340,"Ford"," Fiesta",2016,10437.68,"Manual","Diesel",1.5,27.6651982378855,18901
"6684",35345,"Ford"," Fiesta",2019,16005.68,"Manual","Petrol",1,20.7577092511013,15755
"6685",35349,"Ford"," Fiesta",2019,17397.68,"Manual","Petrol",1,21.1806167400881,12792
"6686",35352,"Ford"," Fiesta",2016,8117.68,"Manual","Diesel",1.5,27.6651982378855,78416
"6687",35354,"Ford"," Fiesta",2018,15077.68,"Semi-Auto","Petrol",1,19.136563876652,15867
"6688",35355,"Ford"," Fiesta",2018,12757.68,"Manual","Petrol",1,23.1541850220264,26653
"6689",35358,"Ford"," Fiesta",2018,15077.68,"Manual","Petrol",1,20.7577092511013,27354
"6690",35359,"Ford"," Fiesta",2019,11945.68,"Manual","Petrol",1.1,19.5242290748899,37294
"6691",35360,"Ford"," Fiesta",2019,14729.68,"Manual","Petrol",1,19.9118942731278,12707
"6692",35362,"Ford"," Fiesta",2013,8117.68,"Manual","Petrol",1.2,19.136563876652,24429
"6693",35363,"Ford"," Fiesta",2019,13569.68,"Manual","Petrol",1,20.7577092511013,22939
"6694",35364,"Ford"," Fiesta",2019,16237.68,"Manual","Petrol",1,20.7577092511013,27549
"6695",35366,"Ford"," Fiesta",2019,13917.68,"Manual","Petrol",1,20.7577092511013,15202
"6696",35367,"Ford"," Fiesta",2019,15657.68,"Manual","Petrol",1,20.7577092511013,16397
"6697",35369,"Ford"," Fiesta",2017,12757.68,"Manual","Petrol",1,23.1541850220264,31504
"6698",35373,"Ford"," Fiesta",2015,7885.68,"Manual","Petrol",1.2,19.136563876652,48478
"6699",35376,"Ford"," Fiesta",2013,6957.68,"Manual","Petrol",1.2,19.136563876652,80083
"6700",35377,"Ford"," Fiesta",2017,9857.68,"Manual","Petrol",1.2,19.136563876652,10754
"6701",35380,"Ford"," Fiesta",2019,16121.68,"Manual","Petrol",1,20.7577092511013,12552
"6702",35385,"Ford"," Fiesta",2017,12293.68,"Manual","Petrol",1,23.1541850220264,18470
"6703",35388,"Ford"," Fiesta",2019,13917.68,"Manual","Petrol",1,20.7577092511013,22973
"6704",35389,"Ford"," Fiesta",2019,16237.68,"Manual","Petrol",1,20.7577092511013,12019
"6705",35391,"Ford"," Fiesta",2015,8697.68,"Manual","Petrol",1.2,19.136563876652,54979
"6706",35392,"Ford"," Fiesta",2019,13685.68,"Manual","Petrol",1,20.7577092511013,19658
"6707",35393,"Ford"," Fiesta",2019,13685.68,"Manual","Petrol",1,20.7577092511013,22509
"6708",35394,"Ford"," Fiesta",2018,12409.68,"Manual","Petrol",1,23.1541850220264,23237
"6709",35397,"Ford"," Fiesta",2016,8929.68,"Manual","Petrol",1,23.1541850220264,64768
"6710",35398,"Ford"," Fiesta",2017,12409.68,"Manual","Petrol",1,22.1321585903084,37590
"6711",35399,"Ford"," Fiesta",2018,11597.68,"Manual","Petrol",1.1,19.5242290748899,13773
"6712",35403,"Ford"," Fiesta",2018,12757.68,"Manual","Petrol",1,19.9118942731278,35856
"6713",35404,"Ford"," Fiesta",2015,8697.68,"Manual","Petrol",1,23.1541850220264,40810
"6714",35405,"Ford"," Fiesta",2017,12177.68,"Manual","Petrol",1,23.1541850220264,36461
"6715",35406,"Ford"," Fiesta",2018,12757.68,"Manual","Petrol",1,19.9118942731278,35128
"6716",35407,"Ford"," Fiesta",2019,17397.68,"Manual","Petrol",1,19.5242290748899,14053
"6717",35408,"Ford"," Fiesta",2014,6957.68,"Manual","Petrol",1.2,19.136563876652,69662
"6718",35411,"Ford"," Fiesta",2013,7769.68,"Manual","Diesel",1.5,26.9251101321586,44453
"6719",35413,"Ford"," Fiesta",2014,7534.2,"Manual","Petrol",1.2,19.136563876652,86798
"6720",35418,"Ford"," Fiesta",2019,13337.68,"Manual","Petrol",1,20.7577092511013,22611
"6721",35421,"Ford"," Fiesta",2016,8062,"Manual","Petrol",1.2,19.136563876652,43357
"6722",35423,"Ford"," Fiesta",2017,8926.2,"Manual","Petrol",1.2,19.136563876652,20589
"6723",35425,"Ford"," Fiesta",2014,6609.68,"Manual","Petrol",1.2,19.136563876652,83832
"6724",35426,"Ford"," Fiesta",2014,7769.68,"Manual","Petrol",1,23.1541850220264,72107
"6725",35427,"Ford"," Fiesta",2016,9277.68,"Manual","Petrol",1.2,19.136563876652,34744
"6726",35431,"Ford"," Fiesta",2015,7537.68,"Manual","Petrol",1,23.1541850220264,62667
"6727",35435,"Ford"," Fiesta",2017,9857.68,"Manual","Petrol",1.2,19.136563876652,34083
"6728",35437,"Ford"," Fiesta",2015,7537.68,"Manual","Petrol",1.2,19.136563876652,74971
"6729",35441,"Ford"," Fiesta",2018,11249.68,"Manual","Petrol",1.1,22.625550660793,18853
"6730",35444,"Ford"," Fiesta",2018,13050,"Manual","Petrol",1,21.1806167400881,25014
"6731",35445,"Ford"," Fiesta",2015,9658.16,"Manual","Petrol",1,23.1541850220264,40966
"6732",35446,"Ford"," Fiesta",2014,7739.52,"Manual","Petrol",1.2,19.136563876652,46597
"6733",35453,"Ford"," Fiesta",2016,11945.68,"Manual","Petrol",1,23.1541850220264,28826
"6734",35454,"Ford"," Fiesta",2017,9857.68,"Manual","Petrol",1.2,19.136563876652,22576
"6735",35458,"Ford"," Fiesta",2017,9048,"Manual","Petrol",1.2,19.136563876652,47269
"6736",35460,"Ford"," Fiesta",2018,14732,"Manual","Petrol",1,21.6387665198238,27678
"6737",35461,"Ford"," Fiesta",2017,10788,"Manual","Petrol",1.1,22.625550660793,18358
"6738",35465,"Ford"," Fiesta",2017,10437.68,"Manual","Petrol",1.2,19.136563876652,21894
"6739",35468,"Ford"," Fiesta",2016,10437.68,"Manual","Petrol",1,22.1321585903084,58381
"6740",35473,"Ford"," Fiesta",2018,11009.56,"Manual","Petrol",1.1,22.625550660793,30835
"6741",35478,"Ford"," Fiesta",2017,10622.12,"Manual","Petrol",1,23.1541850220264,22928
"6742",35480,"Ford"," Fiesta",2017,9280,"Manual","Petrol",1.2,19.136563876652,33442
"6743",35481,"Ford"," Fiesta",2018,12702,"Manual","Petrol",1,23.1541850220264,23064
"6744",35482,"Ford"," Fiesta",2013,6032,"Manual","Petrol",1,23.1541850220264,80802
"6745",35485,"Ford"," Fiesta",2017,10846,"Manual","Petrol",1.1,22.625550660793,16365
"6746",35486,"Ford"," Fiesta",2017,9860,"Manual","Petrol",1.2,19.136563876652,28499
"6747",35488,"Ford"," Fiesta",2018,11194,"Manual","Petrol",1,23.1541850220264,46661
"6748",35491,"Ford"," Fiesta",2016,8697.68,"Manual","Petrol",1.2,19.136563876652,53810
"6749",35492,"Ford"," Fiesta",2018,12177.68,"Manual","Petrol",1.1,19.5242290748899,12246
"6750",35495,"Ford"," Fiesta",2017,12177.68,"Manual","Petrol",1,23.1541850220264,35400
"6751",35500,"Ford"," Fiesta",2018,14500,"Manual","Petrol",1,23.1541850220264,52952
"6752",35502,"Ford"," Fiesta",2018,14500,"Manual","Petrol",1,23.1541850220264,53229
"6753",35503,"Ford"," Fiesta",2018,11020,"Manual","Petrol",1.1,22.625550660793,34971
"6754",35504,"Ford"," Fiesta",2018,11600,"Manual","Petrol",1,23.1541850220264,34821
"6755",35508,"Ford"," Fiesta",2020,20880,"Manual","Petrol",1,19.5242290748899,8
"6756",35511,"Ford"," Fiesta",2015,9106,"Manual","Petrol",1.2,19.136563876652,31696
"6757",35513,"Ford"," Fiesta",2017,11310,"Manual","Petrol",1.1,22.625550660793,15322
"6758",35515,"Ford"," Fiesta",2018,13340,"Manual","Petrol",1,23.1541850220264,25749
"6759",35524,"Ford"," Fiesta",2016,9976,"Manual","Petrol",1,23.1541850220264,51853
"6760",35529,"Ford"," Fiesta",2017,10440,"Manual","Petrol",1,23.1541850220264,24605
"6761",35530,"Ford"," Fiesta",2017,13105.68,"Manual","Petrol",1,23.1541850220264,18890
"6762",35532,"Ford"," Fiesta",2014,6145.68,"Manual","Diesel",1.5,26.9251101321586,110917
"6763",35533,"Ford"," Fiesta",2013,7537.68,"Semi-Auto","Petrol",1.6,16.8810572687225,64786
"6764",35535,"Ford"," Fiesta",2018,13340,"Manual","Petrol",1,23.1541850220264,37182
"6765",35540,"Ford"," Fiesta",2018,12757.68,"Manual","Petrol",1,23.1541850220264,41027
"6766",35541,"Ford"," Fiesta",2017,11017.68,"Manual","Petrol",1.2,19.136563876652,13683
"6767",35548,"Ford"," Fiesta",2017,13340,"Manual","Diesel",1.5,27.6651982378855,19298
"6768",35549,"Ford"," Fiesta",2018,13282,"Manual","Petrol",1,23.1541850220264,24352
"6769",35556,"Ford"," Fiesta",2017,10440,"Manual","Diesel",1.5,27.6651982378855,31790
"6770",35562,"Ford"," Fiesta",2016,8120,"Manual","Diesel",1.5,31.1189427312775,104000
"6771",35566,"Ford"," Fiesta",2018,12586,"Manual","Petrol",1,23.1541850220264,20714
"6772",35567,"Ford"," Fiesta",2018,11194,"Manual","Petrol",1.1,22.625550660793,24379
"6773",35568,"Ford"," Fiesta",2018,11542,"Manual","Petrol",1.1,22.625550660793,15438
"6774",35569,"Ford"," Fiesta",2018,11600,"Manual","Petrol",1,23.1541850220264,44549
"6775",35572,"Ford"," Fiesta",2017,9639.6,"Manual","Petrol",1.2,19.136563876652,29888
"6776",35575,"Ford"," Fiesta",2016,9857.68,"Manual","Petrol",1.2,19.136563876652,32715
"6777",35580,"Ford"," Fiesta",2018,10440,"Manual","Petrol",1.1,22.625550660793,15347
"6778",35581,"Ford"," Fiesta",2018,10440,"Manual","Petrol",1.1,22.625550660793,17512
"6779",35582,"Ford"," Fiesta",2018,12122,"Manual","Petrol",1.1,22.625550660793,14400
"6780",35583,"Ford"," Fiesta",2018,12122,"Manual","Petrol",1,23.1541850220264,32000
"6781",35584,"Ford"," Fiesta",2018,11600,"Manual","Petrol",1,23.1541850220264,14291
"6782",35585,"Ford"," Fiesta",2017,11600,"Manual","Petrol",1,23.1541850220264,31194
"6783",35586,"Ford"," Fiesta",2018,12354,"Manual","Petrol",1,23.1541850220264,18322
"6784",35588,"Ford"," Fiesta",2017,11600,"Manual","Petrol",1,23.1541850220264,19309
"6785",35589,"Ford"," Fiesta",2017,10266,"Manual","Petrol",1.2,19.136563876652,27061
"6786",35593,"Ford"," Fiesta",2014,8929.68,"Manual","Petrol",1.2,19.136563876652,13579
"6787",35594,"Ford"," Fiesta",2016,11597.68,"Manual","Petrol",1,23.1541850220264,38787
"6788",35600,"Ford"," Fiesta",2018,15654.2,"Manual","Diesel",1.5,31.1189427312775,22400
"6789",35611,"Ford"," Fiesta",2013,10089.68,"Manual","Petrol",1,23.1541850220264,15574
"6790",35612,"Ford"," Fiesta",2018,12177.68,"Manual","Petrol",1.1,19.5242290748899,13061
"6791",35613,"Ford"," Fiesta",2016,8465.68,"Manual","Petrol",1.2,19.136563876652,53358
"6792",35623,"Ford"," Fiesta",2017,9274.2,"Manual","Petrol",1.2,19.136563876652,29200
"6793",35625,"Ford"," Fiesta",2017,8618.8,"Manual","Petrol",1.2,19.136563876652,19792
"6794",35626,"Ford"," Fiesta",2015,8118.84,"Manual","Petrol",1.2,19.136563876652,43880
"6795",35629,"Ford"," Fiesta",2017,8947.08,"Manual","Petrol",1.2,19.136563876652,19792
"6796",35636,"Ford"," Fiesta",2017,11901.6,"Manual","Petrol",1,23.1541850220264,33482
"6797",35641,"Ford"," Fiesta",2017,10463.2,"Manual","Petrol",1,23.1541850220264,47256
"6798",35643,"Ford"," Fiesta",2016,10428.4,"Manual","Petrol",1,23.1541850220264,12595
"6799",35645,"Ford"," Fiesta",2014,6369.56,"Manual","Petrol",1.2,19.136563876652,96414
"6800",35646,"Ford"," Fiesta",2016,10683.6,"Manual","Petrol",1,23.1541850220264,45952
"6801",35647,"Ford"," Fiesta",2017,12169.56,"Manual","Petrol",1,23.1541850220264,31968
"6802",35649,"Ford"," Fiesta",2019,12586,"Manual","Petrol",1,20.7577092511013,23470
"6803",35655,"Ford"," Fiesta",2019,16264.36,"Automatic","Petrol",1,17.1629955947137,8782
"6804",35661,"Ford"," Fiesta",2016,10022.4,"Manual","Petrol",1.2,19.136563876652,28451
"6805",35663,"Ford"," Fiesta",2014,7250,"Manual","Petrol",1,23.1541850220264,65514
"6806",35664,"Ford"," Fiesta",2016,8694.2,"Manual","Petrol",1.2,19.136563876652,46088
"6807",35669,"Ford"," Fiesta",2019,15069.56,"Manual","Petrol",1,20.7577092511013,21608
"6808",35670,"Ford"," Fiesta",2020,18536.8,"Manual","Petrol",1,19.5242290748899,3982
"6809",35674,"Ford"," Fiesta",2014,9082.8,"Manual","Petrol",1,23.1541850220264,55307
"6810",35677,"Ford"," Fiesta",2018,12481.6,"Manual","Petrol",1,20.7577092511013,20558
"6811",35678,"Ford"," Fiesta",2018,12794.8,"Manual","Petrol",1,23.1541850220264,32434
"6812",35679,"Ford"," Fiesta",2018,12609.2,"Manual","Petrol",1,23.1541850220264,31573
"6813",35685,"Ford"," Fiesta",2014,7761.56,"Manual","Petrol",1.2,19.136563876652,53426
"6814",35689,"Ford"," Fiesta",2016,9277.68,"Manual","Petrol",1.2,19.136563876652,33243
"6815",35691,"Ford"," Fiesta",2016,9857.68,"Manual","Diesel",1.5,31.1189427312775,62834
"6816",35698,"Ford"," Fiesta",2018,11739.2,"Manual","Petrol",1.1,22.625550660793,5864
"6817",35699,"Ford"," Fiesta",2016,10208,"Manual","Petrol",1,23.1541850220264,74768
"6818",35700,"Ford"," Fiesta",2014,8792.8,"Manual","Petrol",1,23.1541850220264,51770
"6819",35701,"Ford"," Fiesta",2013,9117.6,"Semi-Auto","Petrol",1.6,16.8810572687225,36926
"6820",35704,"Ford"," Fiesta",2014,7250,"Manual","Petrol",1.2,19.136563876652,62250
"6821",35707,"Ford"," Fiesta",2015,8921.56,"Manual","Petrol",1,23.1541850220264,39608
"6822",35709,"Ford"," Fiesta",2017,12169.56,"Manual","Petrol",1,23.1541850220264,21322
